FamilyID	wild_yak	takin	water_buffalo
fam4749	2	2	3
fam4750	3	2	2
fam4751	3	2	2
fam4752	2	3	2
fam4753	2	3	2
fam4754	3	2	2
fam4755	2	3	2
fam4756	3	2	2
fam4757	3	2	2
fam4758	2	2	3
fam4759	3	2	2
fam4760	3	2	2
fam4761	3	2	2
fam4762	3	2	2
fam4763	3	2	2
fam4764	3	2	2
fam4765	2	3	2
fam4766	3	2	2
fam4767	2	3	2
fam4768	2	3	2
fam4769	2	3	2
fam4770	3	2	2
fam4771	3	2	2
fam4772	3	2	2
fam4773	3	2	2
fam4774	3	2	2
fam4775	3	2	2
fam4776	3	2	2
fam4777	3	2	2
fam4778	3	2	2
fam4779	3	2	2
fam4780	3	2	2
fam4781	2	3	2
fam4782	2	2	3
fam4783	3	2	2
fam4784	3	2	2
fam4785	3	2	2
fam4786	3	2	2
fam4787	3	2	2
fam4788	3	2	2
fam4789	3	2	2
fam4790	3	2	2
fam4791	3	2	2
fam4792	2	3	2
fam4793	3	2	2
fam4794	2	3	2
fam4795	2	3	2
fam4796	3	2	2
fam4797	3	2	2
fam4798	2	3	2
fam4799	2	3	2
fam4800	3	2	2
fam4801	3	2	2
fam4802	3	2	2
fam4803	2	3	2
fam4804	3	2	2
fam4805	3	2	2
fam4806	2	3	2
fam4807	2	3	2
fam4808	3	2	2
fam4809	2	3	2
fam4810	2	2	3
fam4811	3	2	2
fam4812	3	2	2
fam4813	2	3	2
fam4814	2	3	2
fam4815	3	2	2
fam4816	2	3	2
fam4817	3	2	2
fam4818	2	3	2
fam4819	3	2	2
fam4820	2	3	2
fam4821	3	2	2
fam4822	2	3	2
fam4823	2	3	2
fam4824	3	2	2
fam4825	3	2	2
fam4826	3	2	2
fam4827	2	3	2
fam4828	2	3	2
fam4829	3	2	2
fam4830	3	2	2
fam4831	3	2	2
fam4832	2	3	2
fam4833	3	2	2
fam4834	3	2	2
fam4835	3	2	2
fam4836	2	3	2
fam4837	3	2	2
fam4838	3	2	2
fam4839	3	2	2
fam4840	2	2	3
fam4841	2	2	3
fam4842	2	3	2
fam4843	3	2	2
fam4844	2	2	3
fam4845	3	2	2
fam4846	2	3	2
fam4847	3	2	2
fam4848	3	2	2
fam4849	2	3	2
fam4850	2	2	3
fam4851	3	2	2
fam4852	3	2	2
fam4853	3	2	2
fam4854	3	2	2
fam4855	2	3	2
fam4856	2	3	2
fam4857	2	3	2
fam4858	3	2	2
fam4859	3	2	2
fam4860	3	2	2
fam4861	3	2	2
fam4862	3	2	2
fam4863	3	2	2
fam4864	3	2	2
fam4865	3	2	2
fam4866	2	3	2
fam4867	3	2	2
fam4868	3	2	2
fam4869	3	2	2
fam4870	2	2	3
fam4871	3	2	2
fam4872	2	2	3
fam4873	3	2	2
fam4874	3	2	2
fam4875	2	2	3
fam4876	2	3	2
fam4877	3	2	2
fam4878	2	3	2
fam4879	3	2	2
fam4880	3	2	2
fam4881	3	2	2
fam4882	3	2	2
fam4883	2	3	2
fam4884	2	3	2
fam4885	2	2	3
fam4886	2	2	3
fam4887	2	2	3
fam4888	3	2	2
fam4889	3	2	2
fam4890	3	2	2
fam4891	3	2	2
fam4892	3	2	2
fam4893	3	2	2
fam4894	3	2	2
fam4895	3	2	2
fam4896	3	2	2
fam4897	2	3	2
fam4898	3	2	2
fam4899	3	2	2
fam4900	3	2	2
fam4901	2	3	2
fam4902	3	2	2
fam4903	2	3	2
fam4904	2	3	2
fam4905	3	2	2
fam4906	2	3	2
fam4907	3	2	2
fam4908	3	2	2
fam4909	3	2	2
fam4910	2	3	2
fam4911	2	2	3
fam4912	3	2	2
fam4913	2	3	2
fam4914	3	2	2
fam4915	3	2	2
fam4916	3	2	2
fam4917	3	2	2
fam4918	3	2	2
fam4919	3	2	2
fam4920	2	2	3
fam4921	2	3	2
fam4922	2	3	2
fam4923	3	2	2
fam4924	2	3	2
fam4925	3	2	2
fam4926	3	2	2
fam4927	3	2	2
fam4928	3	2	2
fam4929	3	2	2
fam4930	3	2	2
fam4931	3	2	2
fam4932	3	2	2
fam4933	3	2	2
fam4934	2	3	2
fam4935	2	3	2
fam4936	2	2	3
fam4937	2	3	2
fam4938	3	2	2
fam4939	3	2	2
fam4940	3	2	2
fam4941	3	2	2
fam4942	3	2	2
fam4943	3	2	2
fam4944	3	2	2
fam4945	2	3	2
fam4946	3	2	2
fam4947	2	3	2
fam4948	3	2	2
fam4949	2	3	2
fam4950	2	3	2
fam4951	3	2	2
fam4952	3	2	2
fam4953	2	3	2
fam4954	3	2	2
fam4955	2	3	2
fam4956	3	2	2
fam4957	3	2	2
fam4958	2	3	2
fam4959	3	2	2
fam4960	3	2	2
fam4961	3	2	2
fam4962	3	2	2
fam4963	2	3	2
fam4964	3	2	2
fam4965	2	3	2
fam4966	3	2	2
fam4967	2	2	3
fam4968	2	3	2
fam4969	2	3	2
fam4970	2	2	2
fam4971	2	2	2
fam4972	2	2	2
fam4973	2	2	2
fam4974	2	2	2
fam4975	2	2	2
fam4976	2	2	2
fam4977	4	2	2
fam4978	3	2	2
fam4979	4	2	2
fam4980	4	2	2
fam4981	2	4	2
fam4982	4	2	2
fam4983	4	2	2
fam4984	4	2	2
fam4985	2	2	2
fam4986	2	4	2
fam4987	4	2	2
fam4988	4	2	2
fam4989	4	2	2
fam4990	2	2	2
fam4991	4	2	2
fam4992	2	4	2
fam4993	2	4	2
fam4994	4	2	2
fam4995	3	2	2
fam4996	4	2	2
fam4997	4	2	2
fam4998	4	2	2
fam4999	4	2	2
fam5000	4	2	2
fam5001	2	2	2
fam5002	4	2	2
fam5003	4	2	2
fam5004	4	2	2
fam5005	4	2	2
fam5006	4	2	2
fam5007	4	2	2
fam5008	2	2	4
fam5009	4	2	2
fam5010	4	2	2
fam5011	4	2	2
fam5012	4	2	2
fam5013	4	2	2
fam5014	4	2	2
fam5015	2	4	2
fam5016	4	2	2
fam5017	4	2	2
fam5018	4	2	2
fam5019	4	2	2
fam5020	4	2	2
fam5021	4	2	2
fam5022	2	4	2
fam5023	4	2	2
fam5024	2	2	2
fam5025	2	2	4
fam5026	4	2	2
fam5027	4	2	2
fam5028	2	2	2
fam5029	4	2	2
fam5030	3	2	2
fam5031	2	2	2
fam5032	4	2	2
fam5033	4	2	2
fam5034	4	2	2
fam5035	4	2	2
fam5036	4	2	2
fam5037	4	2	2
fam5038	4	2	2
fam5039	4	2	2
fam5040	4	2	2
fam5041	4	2	2
fam5042	4	2	2
fam5043	4	2	2
fam5044	4	2	2
fam5045	4	2	2
fam5046	4	2	2
fam5047	4	2	2
fam5048	2	2	4
fam5049	2	4	2
fam5050	4	2	2
fam5051	4	2	2
fam5052	4	2	2
fam5053	2	4	2
fam5054	2	4	2
fam5055	4	2	2
fam5056	4	2	2
fam5057	2	2	2
fam5058	4	2	2
fam5059	4	2	2
fam5060	2	2	4
fam5061	2	2	2
fam5062	4	2	2
fam5063	4	2	2
fam5064	2	4	2
fam5065	2	4	2
fam5066	4	2	2
fam5067	2	2	4
fam5068	4	2	2
fam5069	4	2	2
fam5070	4	2	2
fam5071	4	2	2
fam5072	2	2	2
fam5073	4	2	2
fam5074	4	2	2
fam5075	2	4	2
fam5076	4	2	2
fam5077	4	2	2
fam5078	4	2	2
fam5079	2	2	4
fam5080	3	2	2
fam5081	4	2	2
fam5082	4	2	2
fam5083	4	2	2
fam5084	4	2	2
fam5085	2	4	2
fam5086	2	2	4
fam5087	2	4	2
fam5088	4	2	2
fam5089	4	2	2
fam5090	4	2	2
fam5091	4	2	2
fam5092	4	2	2
fam5093	4	2	2
fam5094	4	2	2
fam5095	2	2	2
fam5096	4	2	2
fam5097	4	2	2
fam5098	2	2	2
fam5099	4	2	2
fam5100	2	2	2
fam5101	4	2	2
fam5102	2	4	2
fam5103	4	2	2
fam5104	4	2	2
fam5105	4	2	2
fam5106	4	2	2
fam5107	4	2	2
fam5108	2	4	2
fam5109	4	2	2
fam5110	4	2	2
fam5111	4	2	2
fam5112	4	2	2
fam5113	4	2	2
fam5114	2	2	4
fam5115	4	2	2
fam5116	4	2	2
fam5117	4	2	2
fam5118	4	2	2
fam5119	4	2	2
fam5120	2	3	2
fam5121	2	4	2
fam5122	2	4	2
fam5123	4	2	2
fam5124	4	2	2
fam5125	2	2	2
fam5126	2	2	4
fam5127	4	2	2
fam5128	2	2	2
fam5129	3	2	2
fam5130	4	2	2
fam5131	2	4	2
fam5132	2	2	4
fam5133	4	2	2
fam5134	4	2	2
fam5135	4	2	2
fam5136	4	2	2
fam5137	2	2	4
fam5138	4	2	2
fam5139	4	2	2
fam5140	4	2	2
fam5141	4	2	2
fam5142	4	2	2
fam5143	4	2	2
fam5144	2	3	2
fam5145	2	4	2
fam5146	2	2	4
fam5147	4	2	2
fam5148	2	4	2
fam5149	4	2	2
fam5150	4	2	2
fam5151	2	4	2
fam5152	4	2	2
fam5153	4	2	2
fam5154	2	2	2
fam5155	4	2	2
fam5156	4	2	2
fam5157	4	2	2
fam5158	4	2	2
fam5159	2	2	4
fam5160	4	2	2
fam5161	4	2	2
fam5162	2	2	2
fam5163	4	2	2
fam5164	3	2	2
fam5165	3	2	2
fam5166	4	2	2
fam5167	4	2	2
fam5168	4	2	2
fam5169	4	2	2
fam5170	4	2	2
fam5171	4	2	2
fam5172	4	2	2
fam5173	2	4	2
fam5174	4	2	2
fam5175	4	2	2
fam5176	4	2	2
fam5177	2	4	2
fam5178	2	4	2
fam5179	4	2	2
fam5180	4	2	2
fam5181	2	4	2
fam5182	4	2	2
fam5183	4	2	2
fam5184	4	2	2
fam5185	4	2	2
fam5186	4	2	2
fam5187	4	2	2
fam5188	4	2	2
fam5189	4	2	2
fam5190	4	2	2
fam5191	4	2	2
fam5192	2	4	2
fam5193	2	4	2
fam5194	4	2	2
fam5195	4	2	2
fam5196	4	2	2
fam5197	2	4	2
fam5198	4	2	2
fam5199	2	4	2
fam5200	4	2	2
fam5201	4	2	2
fam5202	4	2	2
fam5203	2	2	4
fam5204	4	2	2
fam5205	4	2	2
fam5206	4	2	2
fam5207	3	2	2
fam5208	2	4	2
fam5209	4	2	2
fam5210	4	2	2
fam5211	3	2	2
fam5212	4	2	2
fam5213	4	2	2
fam5214	2	4	2
fam5215	4	2	2
fam5216	4	2	2
fam5217	4	2	2
fam5218	4	2	2
fam5219	4	2	2
fam5220	4	2	2
fam5221	2	4	2
fam5222	4	2	2
fam5223	4	2	2
fam5224	3	2	2
fam5225	4	2	2
fam5226	2	4	2
fam5227	2	4	2
fam5228	4	2	2
fam5229	4	2	2
fam5230	4	2	2
fam5231	2	4	2
fam5232	4	2	2
fam5233	2	2	2
fam5234	4	2	2
fam5235	2	3	2
fam5236	4	2	2
fam5237	4	2	2
fam5238	2	2	2
fam5239	4	2	2
fam5240	2	4	2
fam5241	2	2	4
fam5242	4	2	2
fam5243	4	2	2
fam5244	4	2	2
fam5245	4	2	2
fam5246	4	2	2
fam5247	2	4	2
fam5248	2	4	2
fam5249	2	2	2
fam5250	4	2	2
fam5251	4	2	2
fam5252	2	4	2
fam5253	4	2	2
fam5254	4	2	2
fam5255	2	4	2
fam5256	4	2	2
fam5257	4	2	2
fam5258	4	2	2
fam5259	4	2	2
fam5260	4	2	2
fam5261	2	4	2
fam5262	2	4	2
fam5263	4	2	2
fam5264	2	2	2
fam5265	4	2	2
fam5266	4	2	2
fam5267	4	2	2
fam5268	2	3	2
fam5269	4	2	2
fam5270	4	2	2
fam5271	4	2	2
fam5272	4	2	2
fam5273	3	2	2
fam5274	4	2	2
fam5275	2	2	4
fam5276	4	2	2
fam5277	2	2	4
fam5278	4	2	2
fam5279	4	2	2
fam5280	4	2	2
fam5281	4	2	2
fam5282	4	2	2
fam5283	4	2	2
fam5284	4	2	2
fam5285	4	2	2
fam5286	4	2	2
fam5287	2	2	3
fam5288	4	2	2
fam5289	2	4	2
fam5290	4	2	2
fam5291	4	2	2
fam5292	2	3	2
fam5293	3	2	2
fam5294	2	3	2
fam5295	3	2	2
fam5296	2	3	2
fam5297	3	2	2
fam5298	3	2	2
fam5299	3	2	2
fam5300	3	2	2
fam5301	2	3	2
fam5302	2	3	2
fam5303	3	2	2
fam5304	3	2	2
fam5305	3	2	2
fam5306	2	3	2
fam5307	2	3	2
fam5308	3	2	2
fam5309	2	2	2
fam5310	2	2	2
fam5311	2	2	2
fam5312	2	2	2
fam5313	2	2	2
fam5314	3	2	2
fam5315	3	2	2
fam5316	3	2	2
fam5317	3	2	2
fam5318	3	2	2
fam5319	2	2	2
fam5320	2	2	2
fam5321	2	2	2
fam5322	3	2	2
fam5323	2	3	2
fam5324	2	3	2
fam5325	3	2	2
fam5326	2	3	2
fam5327	2	2	2
fam5328	2	2	2
fam5329	2	2	2
fam5330	2	2	2
fam5331	2	2	2
fam5332	2	2	2
fam5333	2	2	2
fam5334	2	2	2
fam5335	2	3	2
fam5336	3	2	2
fam5337	4	2	2
fam5338	4	2	2
fam5339	2	3	2
fam5340	4	2	2
fam5341	3	2	2
fam5342	4	2	2
fam5343	4	2	2
fam5344	2	2	4
fam5345	4	2	2
fam5346	4	2	2
fam5347	4	2	2
fam5348	3	2	2
fam5349	2	3	2
fam5350	3	2	2
fam5351	2	3	2
fam5352	4	2	2
fam5353	4	2	2
fam5354	3	2	2
fam5355	4	2	2
fam5356	3	2	2
fam5357	3	2	2
fam5358	4	2	2
fam5359	3	2	2
fam5360	4	2	2
fam5361	4	2	2
fam5362	4	2	2
fam5363	3	2	2
fam5364	4	2	2
fam5365	2	3	2
fam5366	4	2	2
fam5367	4	2	2
fam5368	3	2	2
fam5369	2	2	3
fam5370	2	4	2
fam5371	3	2	2
fam5372	2	2	3
fam5373	2	3	2
fam5374	3	2	2
fam5375	2	3	2
fam5376	3	2	2
fam5377	4	2	2
fam5378	2	3	2
fam5379	2	3	2
fam5380	2	4	2
fam5381	3	2	2
fam5382	3	2	2
fam5383	3	2	2
fam5384	4	2	2
fam5385	4	2	2
fam5386	2	3	2
fam5387	4	2	2
fam5388	2	2	3
fam5389	4	2	2
fam5390	4	2	2
fam5391	3	2	2
fam5392	2	3	2
fam5393	2	4	2
fam5394	2	3	2
fam5395	3	2	2
fam5396	3	2	2
fam5397	4	2	2
fam5398	2	3	2
fam5399	4	2	2
fam5400	3	2	2
fam5401	2	4	2
fam5402	3	2	2
fam5403	3	2	2
fam5404	3	2	2
fam5405	4	2	2
fam5406	4	2	2
fam5407	3	2	2
fam5408	3	2	2
fam5409	2	2	2
fam5410	3	2	2
fam5411	4	2	2
fam5412	4	2	2
fam5413	2	3	2
fam5414	3	2	2
fam5415	2	2	3
fam5416	4	2	2
fam5417	4	2	2
fam5418	4	2	2
fam5419	2	3	2
fam5420	3	2	2
fam5421	4	2	2
fam5422	4	2	2
fam5423	2	3	2
fam5424	2	3	2
fam5425	4	2	2
fam5426	3	2	2
fam5427	4	2	2
fam5428	3	2	2
fam5429	4	2	2
fam5430	2	3	2
fam5431	3	2	2
fam5432	3	2	2
fam5433	3	2	2
fam5434	2	3	2
fam5435	3	2	2
fam5436	3	2	2
fam5437	3	2	2
fam5438	2	2	2
fam5439	3	2	2
fam5440	3	2	2
fam5441	2	3	2
fam5442	3	2	2
fam5443	3	2	2
fam5444	2	3	2
fam5445	3	2	2
fam5446	4	2	2
fam5447	2	2	2
fam5448	2	2	2
fam5449	2	2	2
fam5450	3	2	2
fam5451	3	2	2
fam5452	3	2	2
fam5453	3	2	2
fam5454	3	2	2
fam5455	2	3	2
fam5456	3	2	2
fam5457	2	3	2
fam5458	4	2	2
fam5459	2	2	2
fam5460	2	2	2
fam5461	3	2	2
fam5462	2	2	2
fam5463	2	2	2
fam5464	2	2	2
fam5465	2	2	2
fam5466	3	2	2
fam5467	2	2	2
fam5468	3	2	2
fam5469	2	2	2
fam5470	2	2	2
fam5471	2	3	2
fam5472	2	3	2
fam5473	2	2	2
fam5474	2	2	2
fam5475	2	2	2
fam5476	3	2	2
fam5477	2	2	2
fam5478	3	2	2
fam5479	2	2	3
fam5480	2	4	2
fam5481	4	2	2
fam5482	2	2	2
fam5483	2	2	2
fam5484	2	2	3
fam5485	2	2	3
fam5486	2	2	2
fam5487	3	2	2
fam5488	2	3	2
fam5489	3	2	2
fam5490	2	3	2
fam5491	3	2	2
fam5492	3	2	2
fam5493	2	4	2
fam5494	2	2	2
fam5495	2	3	2
fam5496	4	2	2
fam5497	2	3	2
fam5498	2	2	2
fam5499	2	2	2
fam5500	2	2	2
fam5501	2	2	2
fam5502	2	2	2
fam5503	2	2	2
fam5504	2	2	2
fam5505	2	2	2
fam5506	2	2	2
fam5507	2	2	2
fam5508	2	2	2
fam5509	2	2	2
fam5510	2	2	2
fam5511	2	2	2
fam5512	2	2	2
fam5513	2	2	2
fam5514	2	2	2
fam5515	2	2	2
fam5516	2	2	2
fam5517	2	2	2
fam5518	2	2	2
fam5519	2	2	2
fam5520	2	2	2
fam5521	2	2	2
fam5522	2	2	2
fam5523	2	2	2
fam5524	2	2	2
fam5525	2	2	2
fam5526	2	2	2
fam5527	2	2	2
fam5528	2	2	2
fam5529	2	2	2
fam5530	2	2	2
fam5531	2	2	2
fam5532	2	2	2
fam5533	2	2	2
fam5534	2	2	2
fam5535	2	2	2
fam5536	2	2	2
fam5537	2	2	2
fam5538	2	2	2
fam5539	2	2	2
fam5540	2	2	2
fam5541	2	2	2
fam5542	2	2	2
fam5543	2	2	2
fam5544	2	2	2
fam5545	2	2	2
fam5546	2	2	2
fam5547	2	2	2
fam5548	2	2	2
fam5549	2	2	2
fam5550	2	2	2
fam5551	2	2	2
fam5552	2	2	2
fam5553	2	2	2
fam5554	2	2	2
fam5555	2	2	2
fam5556	2	2	2
fam5557	2	2	2
fam5558	2	2	2
fam5559	2	2	2
fam5560	2	2	2
fam5561	2	2	2
fam5562	2	2	2
fam5563	2	2	2
fam5564	2	2	2
fam5565	2	2	2
fam5566	2	2	2
fam5567	2	2	2
fam5568	2	2	2
fam5569	2	2	2
fam5570	2	2	2
fam5571	2	2	2
fam5572	2	2	2
fam5573	2	2	2
fam5574	2	2	2
fam5575	2	2	2
fam5576	2	2	2
fam5577	2	2	2
fam5578	2	2	2
fam5579	2	2	2
fam5580	2	2	2
fam5581	2	2	2
fam5582	2	2	2
fam5583	2	2	2
fam5584	2	2	2
fam5585	2	2	2
fam5586	2	2	2
fam5587	2	2	2
fam5588	2	2	2
fam5589	2	2	2
fam5590	2	2	2
fam5591	2	2	2
fam5592	2	2	2
fam5593	2	2	2
fam5594	2	2	2
fam5595	2	2	2
fam5596	2	2	2
fam5597	2	2	2
fam5598	2	2	2
fam5599	2	2	2
fam5600	2	2	2
fam5601	2	2	2
fam5602	2	2	2
fam5603	2	2	2
fam5604	2	2	2
fam5605	2	2	2
fam5606	2	2	2
fam5607	2	2	2
fam5608	2	2	2
fam5609	2	2	2
fam5610	2	2	2
fam5611	2	2	2
fam5612	2	2	2
fam5613	2	2	2
fam5614	2	2	2
fam5615	2	2	2
fam5616	2	2	2
fam5617	2	2	2
fam5618	2	2	2
fam5619	2	2	2
fam5620	2	2	2
fam5621	2	2	2
fam5622	2	2	2
fam5623	2	2	2
fam5624	2	2	2
fam5625	2	2	2
fam5626	2	2	2
fam5627	2	2	2
fam5628	2	2	2
fam5629	2	2	2
fam5630	2	2	2
fam5631	2	2	2
fam5632	2	2	2
fam5633	2	2	2
fam5634	2	2	2
fam5635	2	2	2
fam5636	2	2	2
fam5637	2	2	2
fam5638	2	2	2
fam5639	2	2	2
fam5640	2	2	2
fam5641	2	2	2
fam5642	2	2	2
fam5643	2	2	2
fam5644	2	2	2
fam5645	2	2	2
fam5646	2	2	2
fam5647	2	2	2
fam5648	2	2	2
fam5649	2	2	2
fam5650	2	2	2
fam5651	2	2	2
fam5652	2	2	2
fam5653	2	2	2
fam5654	2	2	2
fam5655	2	2	2
fam5656	2	2	2
fam5657	2	2	2
fam5658	2	2	2
fam5659	2	2	2
fam5660	2	2	2
fam5661	2	2	2
fam5662	2	2	2
fam5663	2	2	2
fam5664	2	2	2
fam5665	2	2	2
fam5666	2	2	2
fam5667	2	2	2
fam5668	2	2	2
fam5669	2	2	2
fam5670	2	2	2
fam5671	2	2	2
fam5672	2	2	2
fam5673	2	2	2
fam5674	2	2	2
fam5675	2	2	2
fam5676	2	2	2
fam5677	2	2	2
fam5678	2	2	2
fam5679	2	2	2
fam5680	2	2	2
fam5681	2	2	2
fam5682	2	2	2
fam5683	2	2	2
fam5684	2	2	2
fam5685	2	2	2
fam5686	2	2	2
fam5687	2	2	2
fam5688	2	2	2
fam5689	2	2	2
fam5690	2	2	2
fam5691	2	2	2
fam5692	2	2	2
fam5693	2	2	2
fam5694	2	2	2
fam5695	2	2	2
fam5696	2	2	2
fam5697	2	2	2
fam5698	2	2	2
fam5699	2	2	2
fam5700	2	2	2
fam5701	2	2	2
fam5702	2	2	2
fam5703	2	2	2
fam5704	2	2	2
fam5705	2	2	2
fam5706	2	2	2
fam5707	2	2	2
fam5708	2	2	2
fam5709	2	2	2
fam5710	2	2	2
fam5711	2	2	2
fam5712	2	2	2
fam5713	2	2	2
fam5714	2	2	2
fam5715	2	2	2
fam5716	2	2	2
fam5717	2	2	2
fam5718	2	2	2
fam5719	2	2	2
fam5720	2	2	2
fam5721	2	2	2
fam5722	2	2	2
fam5723	2	2	2
fam5724	2	2	2
fam5725	2	2	2
fam5726	2	2	2
fam5727	2	2	2
fam5728	2	2	2
fam5729	2	2	2
fam5730	2	2	2
fam5731	2	2	2
fam5732	2	2	2
fam5733	2	2	2
fam5734	2	2	2
fam5735	2	2	2
fam5736	2	2	2
fam5737	2	2	2
fam5738	2	2	2
fam5739	2	2	2
fam5740	2	2	2
fam5741	2	2	2
fam5742	2	2	2
fam5743	2	2	2
fam5744	2	2	2
fam5745	2	2	2
fam5746	2	2	2
fam5747	2	2	2
fam5748	2	2	2
fam5749	2	2	2
fam5750	2	2	2
fam5751	2	2	2
fam5752	2	2	2
fam5753	2	2	2
fam5754	2	2	2
fam5755	2	2	2
fam5756	2	2	2
fam5757	2	2	2
fam5758	2	2	2
fam5759	2	2	2
fam5760	2	2	2
fam5761	2	2	2
fam5762	2	2	2
fam5763	2	2	2
fam5764	2	2	2
fam5765	2	2	2
fam5766	2	2	2
fam5767	2	2	2
fam5768	2	2	2
fam5769	2	2	2
fam5770	2	2	2
fam5771	2	2	2
fam5772	2	2	2
fam5773	2	2	2
fam5774	2	2	2
fam5775	2	2	2
fam5776	2	2	2
fam5777	2	2	2
fam5778	2	2	2
fam5779	2	2	2
fam5780	2	2	2
fam5781	2	2	2
fam5782	2	2	2
fam5783	2	2	2
fam5784	2	2	2
fam5785	2	2	2
fam5786	2	2	2
fam5787	2	2	2
fam5788	2	2	2
fam5789	2	2	2
fam5790	2	2	2
fam5791	2	2	2
fam5792	2	2	2
fam5793	2	2	2
fam5794	2	2	2
fam5795	2	2	2
fam5796	2	2	2
fam5797	2	2	2
fam5798	2	2	2
fam5799	2	2	2
fam5800	2	2	2
fam5801	2	2	2
fam5802	2	2	2
fam5803	2	2	2
fam5804	2	2	2
fam5805	2	2	2
fam5806	2	2	2
fam5807	2	2	2
fam5808	2	2	2
fam5809	2	2	2
fam5810	2	2	2
fam5811	2	2	2
fam5812	2	2	2
fam5813	2	2	2
fam5814	2	2	2
fam5815	2	2	2
fam5816	2	2	2
fam5817	2	2	2
fam5818	2	2	2
fam5819	2	2	2
fam5820	2	2	2
fam5821	2	2	2
fam5822	2	2	2
fam5823	2	2	2
fam5824	2	2	2
fam5825	2	2	2
fam5826	2	2	2
fam5827	2	2	2
fam5828	2	2	2
fam5829	2	2	2
fam5830	2	2	2
fam5831	2	2	2
fam5832	2	2	2
fam5833	2	2	2
fam5834	2	2	2
fam5835	2	2	2
fam5836	2	2	2
fam5837	2	2	2
fam5838	2	2	2
fam5839	2	2	2
fam5840	2	2	2
fam5841	2	2	2
fam5842	2	2	2
fam5843	2	2	2
fam5844	2	2	2
fam5845	2	2	2
fam5846	2	2	2
fam5847	2	2	2
fam5848	2	2	2
fam5849	2	2	2
fam5850	2	2	2
fam5851	2	2	2
fam5852	2	2	2
fam5853	2	2	2
fam5854	2	2	2
fam5855	2	2	2
fam5856	2	2	2
fam5857	2	2	2
fam5858	2	2	2
fam5859	2	2	2
fam5860	2	2	2
fam5861	2	2	2
fam5862	2	2	2
fam5863	2	2	2
fam5864	2	2	2
fam5865	2	2	2
fam5866	2	2	2
fam5867	2	2	2
fam5868	2	2	2
fam5869	2	2	2
fam5870	2	2	2
fam5871	2	2	2
fam5872	2	2	2
fam5873	2	2	2
fam5874	2	2	2
fam5875	2	2	2
fam5876	2	2	2
fam5877	2	2	2
fam5878	2	2	2
fam5879	2	2	2
fam5880	2	2	2
fam5881	2	2	2
fam5882	2	2	2
fam5883	2	2	2
fam5884	2	2	2
fam5885	2	2	2
fam5886	2	2	2
fam5887	2	2	2
fam5888	2	2	2
fam5889	2	2	2
fam5890	2	2	2
fam5891	2	2	2
fam5892	2	2	2
fam5893	2	2	2
fam5894	2	2	2
fam5895	2	2	2
fam5896	2	2	2
fam5897	2	2	2
fam5898	2	2	2
fam5899	2	2	2
fam5900	2	2	2
fam5901	2	2	2
fam5902	2	2	2
fam5903	2	2	2
fam5904	2	2	2
fam5905	2	2	2
fam5906	2	2	2
fam5907	2	2	2
fam5908	2	2	2
fam5909	2	2	2
fam5910	2	2	2
fam5911	2	2	2
fam5912	2	2	2
fam5913	2	2	2
fam5914	2	2	2
fam5915	2	2	2
fam5916	2	2	2
fam5917	2	2	2
fam5918	2	2	2
fam5919	2	2	2
fam5920	2	2	2
fam5921	2	2	2
fam5922	2	2	2
fam5923	2	2	2
fam5924	2	2	2
fam5925	2	2	2
fam5926	2	2	2
fam5927	2	2	2
fam5928	2	2	2
fam5929	2	2	2
fam5930	2	2	2
fam5931	2	2	2
fam5932	2	2	2
fam5933	2	2	2
fam5934	2	2	2
fam5935	2	2	2
fam5936	2	2	2
fam5937	2	2	2
fam5938	2	2	2
fam5939	2	2	2
fam5940	2	2	2
fam5941	2	2	2
fam5942	2	2	2
fam5943	2	2	2
fam5944	2	2	2
fam5945	2	2	2
fam5946	2	2	2
fam5947	2	2	2
fam5948	2	2	2
fam5949	2	2	2
fam5950	2	2	2
fam5951	2	2	2
fam5952	2	2	2
fam5953	2	2	2
fam5954	2	2	2
fam5955	2	2	2
fam5956	2	2	2
fam5957	2	2	2
fam5958	2	2	2
fam5959	2	2	2
fam5960	2	2	2
fam5961	2	2	2
fam5962	2	2	2
fam5963	2	2	2
fam5964	2	2	2
fam5965	2	2	2
fam5966	2	2	2
fam5967	2	2	2
fam5968	2	2	2
fam5969	2	2	2
fam5970	2	2	2
fam5971	2	2	2
fam5972	2	2	2
fam5973	2	2	2
fam5974	2	2	2
fam5975	2	2	2
fam5976	2	2	2
fam5977	2	2	2
fam5978	2	2	2
fam5979	2	2	2
fam5980	2	2	2
fam5981	2	2	2
fam5982	2	2	2
fam5983	2	2	2
fam5984	2	2	2
fam5985	2	2	2
fam5986	2	2	2
fam5987	2	2	2
fam5988	2	2	2
fam5989	2	2	2
fam5990	2	2	2
fam5991	2	2	2
fam5992	2	2	2
fam5993	2	2	2
fam5994	2	2	2
fam5995	2	2	2
fam5996	2	2	2
fam5997	2	2	2
fam5998	2	2	2
fam5999	2	2	2
fam6000	2	2	2
fam6001	2	2	2
fam6002	2	2	2
fam6003	2	2	2
fam6004	2	2	2
fam6005	2	2	2
fam6006	2	2	2
fam6007	2	2	2
fam6008	2	2	2
fam6009	2	2	2
fam6010	2	2	2
fam6011	2	2	2
fam6012	2	2	2
fam6013	2	2	2
fam6014	2	2	2
fam6015	2	2	2
fam6016	2	2	2
fam6017	2	2	2
fam6018	2	2	2
