species,latitude,longitude,country,year,dataset,basisOfRecord
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,1934,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,1934,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,1934,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,1934,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,1934,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,1933,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,1933,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,1933,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,1933,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,1933,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,1933,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,1933,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,1933,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,1933,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,1933,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,1933,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",31.333334,103.75,China,1932,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",31.333334,103.75,China,1932,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",31.333334,103.75,China,1932,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",31.333334,103.75,China,1932,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",29.116667,103.166664,China,1932,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",29.116667,103.166664,China,1932,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",29.116667,103.166664,China,1932,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",31.466667,103.583333,China,1931,Mammalogy,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",31.466667,103.583333,China,1931,Mammalogy,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",30.333334,102.5,China,1931,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",19.41667,80.066673,India,1926,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,China,1921,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",29.31749,121.1683,China,1921,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,China,1921,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,China,1921,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,China,1921,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,China,1915,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",33.807961,107.383331,China,1911,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",33.73542,107.383331,China,1911,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,China,1911,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",31.15483,102.53984,China,1909,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",31.15483,102.53984,China,1908,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,1907,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",29.47583,102.4933,China,1905,Unknown,MATERIAL_CITATION
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,China,1905,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,China,1905,Unknown,PRESERVED_SPECIMEN
Budorcas taxicolor taxicolor,No Coordinates,No Coordinates,India,1902,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor whitei Lydekker, 1907",No Coordinates,No Coordinates,Bhutan,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor whitei Lydekker, 1907",No Coordinates,No Coordinates,Bhutan,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas bedfordi (Thomas, 1911)",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor whitei Lydekker, 1907",No Coordinates,No Coordinates,Bhutan,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor whitei Lydekker, 1907",No Coordinates,No Coordinates,Bhutan,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
Budorcas taxicolor taxicolor,No Coordinates,No Coordinates,Myanmar,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",27.75,97.8333,Myanmar,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
Budorcas taxicolor taxicolor,No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",27.75,97.8333,Myanmar,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,India,Unknown,Cowan Tetrapod Collection - Mammals,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
Budorcas taxicolor taxicolor,No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
Budorcas taxicolor taxicolor,No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
Budorcas taxicolor taxicolor,No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
Budorcas taxicolor taxicolor,No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
Budorcas taxicolor taxicolor,No Coordinates,No Coordinates,Myanmar,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
Budorcas taxicolor taxicolor,No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
Budorcas taxicolor taxicolor,No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
Budorcas taxicolor taxicolor,No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
Budorcas taxicolor taxicolor,No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
Budorcas taxicolor taxicolor,No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
Budorcas taxicolor taxicolor,No Coordinates,No Coordinates,India,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,India,Unknown,Unknown,MATERIAL_CITATION
Budorcas taxicolor taxicolor,No Coordinates,No Coordinates,India,Unknown,Unknown,MATERIAL_CITATION
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,India,Unknown,Cowan Tetrapod Collection - Mammals,PRESERVED_SPECIMEN
BOLD:ABU6903,23.5863,81.173004,India,Unknown,Unknown,MATERIAL_SAMPLE
BOLD:ABU6903,23.5863,81.173004,India,Unknown,Unknown,MATERIAL_SAMPLE
BOLD:ABU6903,No Coordinates,No Coordinates,Unknown,Unknown,Unknown,MATERIAL_SAMPLE
BOLD:ABU6903,No Coordinates,No Coordinates,Unknown,Unknown,Unknown,MATERIAL_SAMPLE
BOLD:ABU6903,No Coordinates,No Coordinates,Unknown,Unknown,Unknown,MATERIAL_SAMPLE
BOLD:ABU6903,No Coordinates,No Coordinates,Unknown,Unknown,Unknown,MATERIAL_SAMPLE
BOLD:ABU6903,No Coordinates,No Coordinates,Unknown,Unknown,Unknown,MATERIAL_SAMPLE
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,unknown or invalid,Unknown,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,Unknown,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,Unknown,NMNH Extant Biology,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Royal Belgian Institute of Natural Sciences Collection,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Royal Belgian Institute of Natural Sciences Collection,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",28.26452,95.97253,India,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",33.134167,110.217781,China,Unknown,Huanglong Cave,MATERIAL_CITATION
"Budorcas taxicolor Hodgson, 1850",31.16667,103.6833,China,Unknown,Unknown,MATERIAL_CITATION
"Budorcas taxicolor Hodgson, 1850",28.5,98.25,Myanmar,Unknown,Unknown,MATERIAL_CITATION
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",-12.65,-73.73,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",-12.65,-73.73,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",-12.65,-73.73,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor bedfordi Thomas, 1911",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Germany,Unknown,Unknown,OBSERVATION
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Germany,Unknown,Unknown,OBSERVATION
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Germany,Unknown,Unknown,OBSERVATION
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Germany,Unknown,Unknown,OBSERVATION
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Germany,Unknown,Unknown,OBSERVATION
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor tibetana Milne-Edwards, 1874",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,Unknown,Unknown,Unknown,PRESERVED_SPECIMEN
"Budorcas taxicolor Hodgson, 1850",No Coordinates,No Coordinates,China,Unknown,Unknown,PRESERVED_SPECIMEN
