species,latitude,longitude,country,year,dataset,basisOfRecord
"Budorcas tibetana (Milne-Edwards, 1874)",32.695404,105.009928,China,2018,iNaturalist research-grade observations,HUMAN_OBSERVATION
"Budorcas tibetana (Milne-Edwards, 1874)",32.58459,104.784527,China,2018,iNaturalist research-grade observations,HUMAN_OBSERVATION
"Budorcas tibetana (Milne-Edwards, 1874)",32.599819,104.798771,China,2018,iNaturalist research-grade observations,HUMAN_OBSERVATION
"Budorcas tibetana (Milne-Edwards, 1874)",33.103146,103.632804,China,2018,iNaturalist research-grade observations,HUMAN_OBSERVATION
"Budorcas tibetana (Milne-Edwards, 1874)",32.599819,104.798771,China,2018,iNaturalist research-grade observations,HUMAN_OBSERVATION
"Budorcas tibetana (Milne-Edwards, 1874)",32.599819,104.798771,China,2018,iNaturalist research-grade observations,HUMAN_OBSERVATION
Budorcas taxicolor taxicolor,28.332925,95.85239,India,2018,iNaturalist research-grade observations,HUMAN_OBSERVATION
"Budorcas taxicolor whitei Lydekker, 1907",27.463085,89.609912,Bhutan,2018,iNaturalist research-grade observations,HUMAN_OBSERVATION
"Budorcas tibetana (Milne-Edwards, 1874)",33.519953,107.511418,China,2018,iNaturalist research-grade observations,HUMAN_OBSERVATION
"Budorcas tibetana (Milne-Edwards, 1874)",32.566644,104.800797,China,2018,iNaturalist research-grade observations,HUMAN_OBSERVATION
"Budorcas tibetana (Milne-Edwards, 1874)",32.581225,104.800711,China,2018,iNaturalist research-grade observations,HUMAN_OBSERVATION
"Budorcas tibetana (Milne-Edwards, 1874)",32.581225,104.800711,China,2018,iNaturalist research-grade observations,HUMAN_OBSERVATION
"Budorcas tibetana (Milne-Edwards, 1874)",32.581225,104.800711,China,2018,iNaturalist research-grade observations,HUMAN_OBSERVATION
"Budorcas tibetana (Milne-Edwards, 1874)",30.263803,102.805475,China,2018,iNaturalist research-grade observations,HUMAN_OBSERVATION
